$$$	The	1.22	527.691	0	0
xQLC	clique.	1.11	528.756	0	0
This	clique	1.0	528.452	0	0
$$$	6	0.66	579.194	0	0
The	premise	1.0	591.218	0	0
$$$	7	0.66	631.493	0	0
The	highly	1.0	643.526	0	0
x	x	0	0	0	0
6	The	0.98	671.785	0	0
7	The	0.98	691.082	0	0
$$$	17	1.0	751.295	0	0
x	x	0	0	0	0
language	model	1.0	57.0405	0	0
4.	EVALUATION	1.33	195.955	0	0
x	x	0	0	0	0
We	start	1.0	210.454	0	0
4.1	Prediction	1.33	280.384	0	0
4.1.1	Experimental	1.22	302.835	0	0
x	x	0	0	0	0
The	TREC	1.0	316.547	0	0
corpus	#	0.77	484.019	0	0
ROBUST	528,155	0.77	515.194	0	0
Table	2:	1.0	587.536	1	TABLE
Titles	of	1.0	620.161	0	0
8	,	0.99	629.053	0	0
8	www.lemurproject.org/indri	0.83	709.018	0	0
are	used	1.0	57.0405	0	0
n	x;nfx;n(x);	0.99	198.282	0	0
rank	[26],	0.98	495.093	0	0
rank	by	0.99	526.476	0	0
n	x;nfx;n(x).	0.99	574.869	0	0
$$$	18	1.0	751.295	0	0
x	x	0	0	0	0
WSJ	AP	0.77	54.6465	0	0
Table	3:	1.0	260.026	1	TABLE
value	of	1.0	300.122	0	0
4.1.2	Experimental	1.22	508.584	0	0
x	x	0	0	0	0
The	prediction	1.0	522.295	0	0
tially	be	1.0	300.122	0	0
Feature	function	1.22	478.686	0	0
We	next	1.0	479.447	0	0
rank	in	0.99	519.996	0	0
$$$	19	1.0	751.295	0	0
x	x	0	0	0	0
WSJ	AP	0.77	54.6465	0	0
Table	4:	1.0	113.534	1	TABLE
analyze	query-independent	1.0	151.891	0	0
4.2	Prediction	1.33	316.861	0	0
x	x	0	0	0	0
We	next	1.0	331.361	0	0
4.2.1	Experimental	1.22	455.286	0	0
x	x	0	0	0	0
Let	{li}	1.0	468.998	0	0
retrieval	score	1.0	493.334	0	0
def	=	0.98	490.359	0	0
$$$	l{l	0.66	519.51	0	0
i	}	0.84	521.657	0	0
l	is	0.98	517.836	0	0
l	weights.	0.99	539.751	0	0
$$$	9	0.66	607.832	0	0
We	use	1.0	619.865	0	0
9	Fusion	0.98	700.054	0	0
x	x	0	0	0	0
TREC	track	0.77	149.497	0	0
Table	5:	1.0	231.389	1	TABLE
are	independent	1.0	284.021	0	0
rank	[26]	0.97	648.858	0	0
10	.	0.98	659.042	0	0
x	x	0	0	0	0
10	We	0.95	689.353	0	0
l	weights	0.95	694.498	0	0
rank	to	0.96	700.33	0	0
$$$	20	1.0	751.295	0	0
WorstRun	MedianRun	0.77	54.6465	0	0
TREC7	MAP	0.77	67.1025	0	0
u	c	0.63	62.0177	0	0
u	c	0.66	62.0177	0	0
u	c	0.66	62.0177	0	0
u	20.5	0.66	62.0177	0	0
u	c	0.63	62.0177	0	0
u	c	0.63	62.0177	0	0
u	c	0.63	62.0177	0	0
u	c	0.69	62.0177	0	0
u	c	0.63	69.9827	0	0
u	c	0.63	69.9827	0	0
u	c	0.63	69.9827	0	0
u	c	0.66	69.9827	0	0
u	54.1c	0.7	69.9827	0	0
u	c	0.66	69.9827	0	0
u	c	0.63	69.9827	0	0
$$$	u	0.55	69.9827	0	0
TREC8	MAP	0.77	83.5365	0	0
u	c	0.63	78.4517	0	0
u	c	0.63	78.4517	0	0
u	30.5	0.66	78.4517	0	0
u	c	0.66	78.4517	0	0
u	26.6	0.66	78.4517	0	0
u	c	0.66	78.4517	0	0
u	c	0.63	78.4517	0	0
u	c	0.63	78.4517	0	0
u	c	0.66	78.4517	0	0
u	c	0.63	86.4257	0	0
u	c	0.63	86.4257	0	0
u	68.5	0.66	86.4257	0	0
u	c	0.66	86.4257	0	0
u	61.3c	0.72	86.4257	0	0
u	c	0.66	86.4257	0	0
$$$	u	0.55	86.4257	0	0
TREC9	MAP	0.77	99.9705	0	0
u	c	0.63	94.8947	0	0
u	c	0.63	94.8947	0	0
u	23.4	0.66	94.8947	0	0
u	c	0.66	94.8947	0	0
u	17.1c	0.7	94.8947	0	0
u	c	0.66	94.8947	0	0
u	c	0.69	94.8947	0	0
u	c	0.63	102.86	0	0
u	c	0.63	102.86	0	0
u	45.5	0.66	102.86	0	0
u	c	0.66	102.86	0	0
u	34.5	0.66	102.86	0	0
u	c	0.63	102.86	0	0
u	c	0.63	102.86	0	0
u	c	0.63	102.86	0	0
u	c	0.63	102.86	0	0
TREC18	MAP	0.77	116.414	0	0
u	c	0.63	111.329	0	0
u	c	0.66	111.329	0	0
u	c	0.66	111.329	0	0
u	14.2c	0.7	111.329	0	0
u	c	0.66	111.329	0	0
u	c	0.63	111.329	0	0
u	c	0.66	111.329	0	0
u	c	0.63	119.303	0	0
u	c	0.66	119.303	0	0
u	c	0.7	119.303	0	0
u	c	0.66	119.303	0	0
u	c	0.63	119.303	0	0
TREC19	MAP	0.77	132.848	0	0
u	c	0.63	127.772	0	0
u	c	0.63	127.772	0	0
u	20.7	0.66	127.772	0	0
u	c	0.66	127.772	0	0
u	14.7	0.66	127.772	0	0
u	c	0.63	127.772	0	0
u	c	0.66	127.772	0	0
u	c	0.63	127.772	0	0
u	p@5	0.7	127.772	0	0
u	c	0.66	135.737	0	0
u	42.4	0.66	135.737	0	0
u	c	0.66	135.737	0	0
u	28.1	0.66	135.737	0	0
u	c	0.63	135.737	0	0
u	c	0.66	135.737	0	0
u	c	0.63	135.737	0	0
u	c	0.69	135.737	0	0
u	c	0.63	144.206	0	0
u	c	0.66	144.206	0	0
u	c	0.66	144.206	0	0
u	21.2c	0.7	144.206	0	0
u	c	0.66	144.206	0	0
u	c	0.63	144.206	0	0
u	c	0.66	144.206	0	0
u	c	0.63	152.18	0	0
u	c	0.66	152.18	0	0
u	c	0.66	152.18	0	0
u	37.7c	0.7	152.18	0	0
u	c	0.66	152.18	0	0
u	c	0.63	152.18	0	0
TREC21	MAP	0.77	165.725	0	0
u	c	0.63	160.649	0	0
u	c	0.66	160.649	0	0
u	c	0.66	160.649	0	0
u	21.8	0.7	160.649	0	0
u	c	0.66	160.649	0	0
u	c	0.69	160.649	0	0
u	c	0.63	168.614	0	0
u	c	0.66	168.614	0	0
u	c	0.66	168.614	0	0
u	37.2c	0.7	168.614	0	0
u	c	0.66	168.614	0	0
u	c	0.63	168.614	0	0
u	c	0.55	168.614	0	0
Table	6:	1.0	188.251	1	TABLE
to	be	1.0	249.271	0	0
4.2.2	Experimental	1.22	289.515	0	0
x	x	0	0	0	0
The	results	1.0	303.227	0	0
$$$	11	0.66	510.875	0	0
5.	SUMMARY	1.33	538.099	0	0
x	x	0	0	0	0
We	framed	1.0	552.599	0	0
x	x	0	0	0	0
11	Learning-to-rank	0.99	664.189	0	0
are	suited	1.0	249.271	0	0
Acknowledgments	We	1.0	315.503	0	0
6.	REFERENCES	1.33	392.092	0	0
x	x	0	0	0	0
[1]	J.	0.77	405.233	0	0
$$$	21	1.0	751.295	0	0
x	x	0	0	0	0
[14]	W.	0.77	58.5345	0	0
[44]	M.	0.77	58.5345	0	0
$$$	APPENDIX	1.33	369.313	0	0
A.	POST-RETRIEVAL	1.33	387.241	0	0
$$$	QUERIES	1.33	401.191	0	0
x	x	0	0	0	0
We	argue	1.0	415.691	0	0
$$$	22	1.0	751.295	0	0
