rv	,	0.99	82.6022	0	0
2	homology	0.99	214.214	0	0
Algorithm	1	1.0	333.689	0	0
Swarm	Coverage	0.9	334.484	0	0
1:	Deploy	0.88	347.685	0	0
2:	do	0.85	357.647	0	0
3:	Construct	0.88	367.61	0	0
v	=	0.76	381.512	0	0
,n)	4:	0.87	379.825	0	0
v	,	0.76	401.437	0	0
a	bc	0.7	394.945	0	0
5:	(Periodically)	0.88	407.461	0	0
6:	Find	0.88	417.423	0	0
7:	Push	0.88	427.386	0	0
8:	Deploy	0.88	437.349	0	0
th	robot;	0.85	434.796	0	0
9:	while	0.87	447.311	0	0
Algorithm	2	1.0	475.188	0	0
$$$	Rr	0.9	475.337	0	0
v	=	0.76	480.598	0	0
,n)	Input:	0.88	478.911	0	0
v	.	0.7	500.523	0	0
1:	Rr	0.85	509.684	0	0
v	2:	0.84	513.624	0	0
3:	Rr	0.85	529.61	0	0
v	Rr	0.7	533.549	0	0
v	{i}	0.7	533.549	0	0
4:	for	0.88	539.572	0	0
5:	Rr	0.85	549.535	0	0
v	Rr	0.7	553.475	0	0
v	{i,	0.76	553.475	0	0
6:	for	0.88	559.498	0	0
7:	if	0.88	569.46	0	0
k	then	0.75	571.779	0	0
8:	Rr	0.85	579.423	0	0
v	Rr	0.7	583.362	0	0
v	{i,	0.8	583.362	0	0
9:	end	0.86	589.386	0	0
10:	end	0.86	599.348	0	0
11:	end	0.86	609.311	0	0
12:	end	0.86	619.274	0	0
A.	Identifying	1.0	641.27	0	0
rv	,	0.99	680.361	0	0
Algorithm	3	1.0	52.8618	0	0
[F,	O]	0.9	53.5133	0	0
v	,	0.76	58.271	0	0
a	bc	0.81	51.7786	0	0
v	;	0.8	68.234	0	0
a	bc	0.81	61.7416	0	0
v	.	0.85	68.234	0	0
x	x	0	0	0	0
1:	F	0.87	87.3073	0	0
2:	E	0.86	97.2693	0	0
v	)	0.7	101.209	0	0
3:	for	0.88	107.232	0	0
v	E	0.76	111.172	0	0
4:	UnCovij	0.87	117.243	0	0
i	jku	0.8	114.69	0	0
v	}	0.7	121.182	0	0
5:	if	0.89	127.206	0	0
6:	[	0.85	137.658	0	0
i	j,new	0.7	135.105	0	0
j	i,new	0.78	134.664	0	0
7:	if	0.89	147.932	0	0
8:	O	0.88	157.894	0	0
9:	else	0.89	167.857	0	0
10:	F	0.88	177.82	0	0
11:	end	0.86	187.782	0	0
12:	end	0.86	197.745	0	0
13:	end	0.86	207.708	0	0
$$$	i	0.96	223.446	0	0
$$$	j	0.96	267.578	0	0
k	1	0.81	231.081	0	0
k	2	0.81	257.638	0	0
$$$	i	0.96	225.991	0	0
$$$	j	0.96	270.123	0	0
k	1	0.81	237.009	0	0
k	2	0.81	259.434	0	0
Fig.	7.	0.8	281.818	1	FIGURE
1	}	0.76	284.181	0	0
2	}	0.79	284.181	0	0
1	and	0.73	293.147	0	0
2	lie	0.79	293.147	0	0
Algorithm	3	1.0	315.328	0	0
rv	that	0.98	342.648	0	0
rv	that	0.97	366.558	0	0
i	jku	0.94	373.404	0	0
u	}	0.9	390.469	0	0
rv	(i.e.,	0.99	390.469	0	0
u	relative	0.98	426.334	0	0
ij	is	0.99	438.289	0	0
i	j,new	0.8	492.956	0	0
j	i,new	0.98	491.783	0	0
i.	If	1.0	557.4	0	0
3	2	0.99	694.257	0	0
$$$	3411	0.8	749.776	0	0
i	j	0.72	68.1818	0	0
$$$	k	0.72	109.33	0	0
1	k	0.61	113.414	0	0
$$$	2	0.5	113.792	0	0
(a)	Exception	0.07	120.61	0	0
i	j	0.05	115.597	0	0
(b)	Detecting	0.01	120.079	0	0
(c)	Convex	0.0	120.037	0	0
j2	i	0.0	119.932	0	0
(d)	If	0.0	120.021	0	0
MENTANGLE	procedures.	0.0	120.08	0	0
ij	=	0.0	120.099	0	0
ik1	+	0.0	120.102	0	0
k1k2	+	0.0	120.102	0	0
krj	(for	0.0	120.102	0	0
3	)	0.0	120.144	0	0
$$$	[i	0.0	120.035	0	0
j,new	,	0.0	120.036	0	0
i,new	]	0.0	120.036	0	0
1:	i	0.0	120.045	0	0
j,new	,	0.0	120.046	0	0
i,new	2:	0.0	120.046	0	0
3:	Si	0.0	120.05	0	0
j,l)	=	0.0	120.05	0	0
4:	ki	0.0	120.052	0	0
j,k	|	0.0	120.053	0	0
5:	Sj	0.0	120.054	0	0
i,l)	=	0.0	120.055	0	0
6:	kj	0.0	120.057	0	0
i,k	|	0.0	120.058	0	0
7:	if	0.0	120.06	0	0
j,ki	|	0.0	120.061	0	0
3	(or	0.0	120.061	0	0
i,kj	|	0.0	120.061	0	0
3	)	0.0	120.061	0	0
8:	Mark	0.0	120.062	0	0
9:	else	0.0	120.065	0	0
10:	i	0.0	120.067	0	0
j,new	min{	0.0	120.068	0	0
3	,	0.0	120.068	0	0
$$$	i	0.0	120.066	0	0
j,ki	2	0.0	120.067	0	0
11:	j	0.0	120.071	0	0
i,new	min{	0.0	120.072	0	0
3	,	0.0	120.072	0	0
$$$	j	0.0	120.07	0	0
i,kj	2	0.0	120.07	0	0
12:	end	0.0	120.073	0	0
13:	end	0.0	120.076	0	0
new	=	0.0	120.084	0	0
j	+	0.0	120.084	0	0
j	3	0.0	120.084	0	0
3	)	0.0	120.09	0	0
jki	.	0.0	120.092	0	0
new.	i	0.0	120.092	0	0
$$$	i	0.0	120.095	0	0
Valid	bearing	0.0	120.095	0	0
j,new	)	0.0	120.114	0	0
$$$	jk	0.0	120.101	0	0
i	j,new	0.0	120.1	0	0
i	(b)	0.0	120.104	0	0
j,new=min{	3	0.0	120.115	0	0
$$$	i	0.0	120.113	0	0
jk	2	0.0	120.113	0	0
of	the	1.0	55.2823	0	0
rv	.	0.99	154.492	0	0
O	>	0.99	202.313	0	0
rv	,	0.97	369.845	0	0
$$$	8	0.54	446.308	0	0
$$$	12	0.54	431.921	0	0
$$$	10	0.54	413.91	0	0
$$$	11	0.54	428.568	0	0
$$$	6	0.54	402.228	0	0
7	3	0.54	427.621	0	0
$$$	2	0.54	404.229	0	0
$$$	1	0.54	420.022	0	0
$$$	9	0.54	391.005	0	0
$$$	source	0.38	433.335	0	0
5	4	0.54	381.81	0	0
(a)	Shortest	0.8	470.464	0	0
$$$	8	0.54	446.308	0	0
12	10	0.54	412.477	0	0
$$$	11	0.54	428.568	0	0
$$$	6	0.54	408.123	0	0
7	3	0.54	427.621	0	0
$$$	2	0.54	391.032	0	0
$$$	1	0.54	420.022	0	0
$$$	9	0.54	391.005	0	0
$$$	source	0.38	433.335	0	0
5	4	0.54	381.81	0	0
$$$	13	0.54	430.975	0	0
(b)	Robots	0.8	470.464	0	0
v	,	0.91	502.576	0	0
i	j,des	0.96	554.002	0	0
j	new	0.97	566.323	0	0
v	.	0.98	596.515	0	0
i	j,des	0.99	603.36	0	0
desired	bearing	1.0	55.2824	0	0
i	o	0.97	244.381	0	0
i	o	0.77	268.291	0	0
i	jo	0.8	268.291	0	0
2	)	0.97	275.342	0	0
i	,	0.99	280.47	0	0
i	in	0.97	316.336	0	0
i	as	0.99	328.291	0	0
x	x	0	0	0	0
(a)	The	0.8	473.818	0	0
v	i	0.56	399.174	0	0
u	i	0.56	418.696	0	0
(b)	Upon	0.96	473.818	0	0
v	).	0.85	666.872	0	0
D.	Identification	1.0	677.664	0	0
2	(R	0.85	728.181	0	0
rv	,	0.96	728.181	0	0
$$$	3413	0.8	749.776	0	0
is	the	1.0	55.2823	0	0
rv	is	0.99	82.6022	0	0
rv	,	0.98	142.378	0	0
2	coefficients	0.97	166.288	0	0
rv	,	0.95	178.244	0	0
2	(R	0.85	190.199	0	0
rv	,	0.96	190.199	0	0
$$$	Z	1.0	200.876	0	0
2	coefficients)	0.99	202.154	0	0
IV.	GUARANTEES	1.0	349.568	0	0
Since	throughout	1.0	365.292	0	0
rv	)	0.99	380.656	0	0
2	homology	0.99	608.63	0	0
frontier.	Thus,	1.0	55.2833	0	0
rv	,	0.99	118.733	0	0
v	).	0.99	202.419	0	0
rv	,	0.99	346.41	0	0
v	.	0.98	478.181	0	0
v	may	0.97	502.092	0	0
V.	RESULTS	1.0	527.966	0	0
A.	Comparison	1.0	629.477	0	0
$$$	3414	0.8	749.776	0	0
robots	deployed	1.0	55.2823	0	0
(a)	Deployment	0.8	178.139	0	0
(b)	Hexagonal	0.8	178.139	0	0
B.	Structured	1.0	241.058	0	0
Our	algorithm	1.0	256.096	0	0
(a)	T	0.8	397.273	0	0
(c)	T	0.8	481.275	0	0
VI.	DISCUSSIONS	1.0	553.07	0	0
In	this	1.0	569.355	0	0
$$$	REFERENCES	1.0	55.2824	0	0
x	x	0	0	0	0
[1]	IA	0.8	71.4773	0	0
$$$	3415	0.8	749.776	0	0
